"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",16.706,0.335,0.16,0.27,-0.94,0.1
"ClusIPW",18.465,0.388,-0.48,0.58,-0.29,0.58
"addIPW",21.104,0.501,-0.45,0,0,0.89
"Oracle",22.861,0.721,0,0.2,-0.1,0.98
