"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",20.175,0.496,0.01,0.47,-0.64,0.6
"ClusIPW",10.945,0.064,-0.65,0.34,-0.65,-0.23
"addIPW",9.206,0,-1,0,0,0
"Oracle",22.836,0.723,0,0.2,-0.1,0.98
