"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.254,0,-1,0,0,0
"ClusIPW",19.541,0.967,0.9,-0.3,0.29,0.14
"addIPW",21.187,0.503,-0.45,0,0,0.89
"Oracle",22.857,0.721,0,0.2,-0.1,0.98
