"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",12.196,0.377,-0.04,0.22,0.49,-0.84
"ClusIPW",14.944,0.269,-0.4,0.67,-0.46,-0.41
"addIPW",21.362,0.68,-0.43,0.1,0.79,0.43
"Oracle",22.763,0.72,0,0.2,-0.1,0.98
