"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.409,0.58,0.32,0.64,0.44,-0.55
"ClusIPW",18.084,0.429,-0.18,0.92,-0.35,0.07
"addIPW",21.178,0.69,0.14,0.66,0.58,0.46
"Oracle",22.842,0.721,0,0.2,-0.1,0.98
