"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",12.37,0.316,0.38,0.18,-0.66,-0.62
"ClusIPW",19.373,0.951,0.55,-0.29,0.55,0.55
"addIPW",20.437,1,1,0,0,0
"Oracle",22.799,0.721,0,0.2,-0.1,0.98
