"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",16.373,0.413,-0.15,0.62,0.38,-0.66
"ClusIPW",12.93,0.178,-0.46,0.51,-0.51,-0.51
"addIPW",20.517,0.584,-0.4,0.35,0.77,0.35
"Oracle",22.878,0.723,0,0.2,-0.1,0.98
