"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.255,0,-1,0,0,0
"ClusIPW",13.673,0.205,-0.44,0.55,-0.55,-0.43
"addIPW",21.091,0.702,-0.41,0.03,0.69,0.6
"Oracle",22.757,0.719,0,0.2,-0.1,0.98
