"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.188,0,-1,0,0,0
"ClusIPW",20.182,0.578,0.08,0.91,0.22,0.35
"addIPW",21.143,0.504,-0.45,0,0,0.89
"Oracle",22.873,0.723,0,0.2,-0.1,0.98
