"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.217,0,-1,0,0,0
"ClusIPW",20.7,0.616,0.11,0.81,0.25,0.51
"addIPW",21.094,0.501,-0.45,0,0,0.89
"Oracle",22.848,0.722,0,0.2,-0.1,0.98
