"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",16.673,0.384,-0.1,0.82,-0.3,-0.48
"ClusIPW",19.297,0.535,0.2,0.97,-0.14,0.08
"addIPW",21.988,0.722,-0.36,0.15,0.74,0.55
"Oracle",22.869,0.721,0,0.2,-0.1,0.98
