"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",17.628,0.384,-0.65,0.64,0.36,0.21
"ClusIPW",11.737,0.133,-0.68,0.36,0.21,-0.6
"addIPW",20.625,1,1,0,0,0
"Oracle",22.729,0.72,0,0.2,-0.1,0.98
