"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.222,0,-1,0,0,0
"ClusIPW",13.505,0.203,-0.48,0.56,-0.47,-0.48
"addIPW",21.369,0.906,0.89,0.39,0.08,0.23
"Oracle",22.863,0.722,0,0.2,-0.1,0.98
