"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",19.178,0.508,0.33,0.56,-0.75,0.13
"ClusIPW",12.74,0.55,0.18,-0.6,-0.57,0.53
"addIPW",21.469,0.743,-0.36,0.06,0.7,0.61
"Oracle",22.887,0.723,0,0.2,-0.1,0.98
