"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",13.665,0.185,-0.53,0.52,-0.63,-0.23
"ClusIPW",18.58,0.542,0.41,0.76,-0.01,-0.5
"addIPW",18.57,0.469,-0.52,0.26,0.8,0.15
"Oracle",22.914,0.722,0,0.2,-0.1,0.98
