"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",19.665,0.573,0.36,0.92,-0.11,0.05
"ClusIPW",18.016,0.66,0.46,0.39,0.45,-0.66
"addIPW",21.127,0.857,0.91,0.4,-0.09,-0.02
"Oracle",22.818,0.722,0,0.2,-0.1,0.98
