"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",15.948,0.325,-0.21,0.72,-0.57,-0.33
"ClusIPW",11.087,0.388,-0.4,-0.59,-0.44,0.55
"addIPW",20.97,0.82,0.65,0.49,0.58,-0.05
"Oracle",22.858,0.721,0,0.2,-0.1,0.98
