"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.255,0,-1,0,0,0
"ClusIPW",9.137,0.354,-0.32,-0.84,-0.33,-0.3
"addIPW",14.195,0.593,0.44,-0.17,-0.86,0.19
"Oracle",22.879,0.721,0,0.2,-0.1,0.98
