"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.759,0.42,-0.55,0.64,0.03,0.54
"ClusIPW",16.094,0.273,-0.55,0.55,-0.55,0.29
"addIPW",21.843,0.692,0.42,0.18,-0.78,0.42
"Oracle",22.821,0.719,0,0.2,-0.1,0.98
