"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",15.486,0.253,-0.82,0.55,0.03,0.15
"ClusIPW",21.447,0.927,0.62,0.36,0.54,0.44
"addIPW",22.286,0.729,-0.34,0.15,0.67,0.64
"Oracle",22.77,0.719,0,0.2,-0.1,0.98
