"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",13.776,0.218,-0.43,0.57,-0.48,-0.5
"ClusIPW",19.327,0.487,-0.46,0.67,0.43,0.4
"addIPW",21.627,0.798,0.69,0.55,0.05,0.47
"Oracle",22.939,0.721,0,0.2,-0.1,0.98
