"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.861,0.534,0.49,0.63,-0.57,-0.18
"ClusIPW",17.873,0.334,-0.61,0.46,-0.21,0.61
"addIPW",21.526,0.718,-0.4,0.09,0.79,0.46
"Oracle",22.967,0.721,0,0.2,-0.1,0.98
