"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",14.998,0.238,-0.83,0.55,0.09,0
"ClusIPW",16.64,0.485,0.33,0.54,0.04,-0.77
"addIPW",22.341,0.69,-0.34,0.2,0.56,0.73
"Oracle",22.738,0.72,0,0.2,-0.1,0.98
