"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.372,0.454,0.1,0.76,-0.64,0.1
"ClusIPW",17.81,0.39,-0.54,0.81,-0.05,0.21
"addIPW",22.067,0.675,-0.4,0.16,0.66,0.62
"Oracle",22.794,0.721,0,0.2,-0.1,0.98
