"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",17.976,0.401,-0.14,0.71,-0.66,0.21
"ClusIPW",17.729,0.407,-0.3,0.91,-0.29,0.04
"addIPW",20.662,0.772,0.57,0.54,0.61,-0.11
"Oracle",22.756,0.721,0,0.2,-0.1,0.98
