"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.261,0,-1,0,0,0
"ClusIPW",8.386,0.2,-0.56,-0.56,-0.56,-0.24
"addIPW",11.403,0.636,0.26,-0.43,0.67,-0.54
"Oracle",22.915,0.722,0,0.2,-0.1,0.98
