"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.96,0.453,-0.57,0.47,0.61,0.29
"ClusIPW",21.763,0.843,0.51,0.48,0.5,0.51
"addIPW",16.955,0.477,-0.44,-0.2,-0.08,0.87
"Oracle",22.815,0.721,0,0.2,-0.1,0.98
