"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18,0.426,0.24,0.43,-0.87,0.07
"ClusIPW",11.308,0.061,-0.54,0.04,-0.6,0.6
"addIPW",21.828,0.53,-0.35,0.16,-0.07,0.92
"Oracle",22.779,0.721,0,0.2,-0.1,0.98
