"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.212,0.425,0.1,0.58,-0.8,0.15
"ClusIPW",14.193,0.229,-0.44,0.6,-0.52,-0.42
"addIPW",21.348,0.662,0.46,0.25,-0.78,0.34
"Oracle",22.824,0.72,0,0.2,-0.1,0.98
