"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.213,0,-1,0,0,0
"ClusIPW",12.127,0.101,-0.66,0.37,-0.66,0.03
"addIPW",21.082,0.498,-0.45,0,0,0.89
"Oracle",22.836,0.719,0,0.2,-0.1,0.98
