"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.336,0.423,-0.56,0.74,0.24,0.29
"ClusIPW",21.745,0.892,0.53,0.4,0.53,0.53
"addIPW",20.602,0.481,-0.44,0.39,0,0.81
"Oracle",22.809,0.722,0,0.2,-0.1,0.98
