"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",19.049,0.517,0.4,0.59,-0.7,-0.01
"ClusIPW",9.026,0.012,-0.71,-0.23,-0.6,-0.29
"addIPW",20.333,0.569,0.38,0.46,-0.74,0.3
"Oracle",22.843,0.722,0,0.2,-0.1,0.98
