"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.221,0,-1,0,0,0
"ClusIPW",13.345,0.2,-0.44,0.54,-0.49,-0.52
"addIPW",14.769,0.417,-0.34,0.18,0.85,-0.37
"Oracle",22.838,0.719,0,0.2,-0.1,0.98
