"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",17.433,0.419,0.22,0.59,-0.75,-0.19
"ClusIPW",7.785,0.113,-0.32,-0.33,-0.52,-0.72
"addIPW",21.521,0.605,0.11,0.42,-0.48,0.76
"Oracle",22.895,0.723,0,0.2,-0.1,0.98
