"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.247,0,-1,0,0,0
"ClusIPW",21.499,0.931,0.58,0.33,0.42,0.62
"addIPW",19.566,0.511,0.34,0.23,-0.88,0.23
"Oracle",22.749,0.718,0,0.2,-0.1,0.98
