"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.964,0.465,-0.47,0.73,0.31,0.38
"ClusIPW",15.77,0.295,-0.52,0.74,-0.41,-0.12
"addIPW",22.12,0.704,-0.24,0.32,0.59,0.7
"Oracle",22.795,0.722,0,0.2,-0.1,0.98
