"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",20.795,0.596,-0.34,0.46,0.67,0.47
"ClusIPW",12.61,0.157,-0.54,0.49,-0.49,-0.48
"addIPW",21.375,0.955,0.38,0.23,0.56,0.7
"Oracle",22.908,0.722,0,0.2,-0.1,0.98
