"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",13.48,0.277,0.23,0.3,-0.72,-0.58
"ClusIPW",13.249,0.189,-0.5,0.54,-0.46,-0.49
"addIPW",21.993,0.694,-0.39,0.16,0.71,0.57
"Oracle",22.835,0.722,0,0.2,-0.1,0.98
