"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",17.524,0.329,-0.42,0.49,-0.57,0.51
"ClusIPW",21.051,0.69,0.31,0.73,0.46,0.4
"addIPW",22.01,0.78,-0.3,0.12,0.72,0.61
"Oracle",22.895,0.723,0,0.2,-0.1,0.98
