"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",21.178,0.631,-0.39,0.27,0.76,0.44
"ClusIPW",14.778,0.727,0.41,-0.68,0.48,0.38
"addIPW",22.448,0.646,-0.33,0.24,0.34,0.85
"Oracle",22.868,0.72,0,0.2,-0.1,0.98
