"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",17.201,0.444,-0.44,0.29,0.84,-0.13
"ClusIPW",13.927,0.21,-0.51,0.58,-0.52,-0.37
"addIPW",22.284,0.578,-0.41,0.21,0.23,0.86
"Oracle",22.741,0.722,0,0.2,-0.1,0.98
