"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.219,0,-1,0,0,0
"ClusIPW",20.974,0.592,-0.36,0.43,0.59,0.59
"addIPW",21.024,0.729,-0.4,0.03,0.75,0.53
"Oracle",22.895,0.722,0,0.2,-0.1,0.98
