"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",21.425,0.613,-0.38,0.36,0.61,0.6
"ClusIPW",14.779,0.704,0.09,-0.59,0.53,0.6
"addIPW",22.101,0.68,-0.37,0.2,0.64,0.64
"Oracle",22.804,0.721,0,0.2,-0.1,0.98
