"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",13.887,0.356,0.35,0.3,-0.52,-0.72
"ClusIPW",15.898,0.771,0.4,-0.58,0.41,0.58
"addIPW",22.143,0.761,-0.31,0.13,0.68,0.65
"Oracle",22.795,0.72,0,0.2,-0.1,0.98
