"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.228,0,-1,0,0,0
"ClusIPW",13.991,0.234,-0.48,0.61,-0.31,-0.55
"addIPW",13.699,0.454,-0.38,0.05,0.9,-0.22
"Oracle",22.838,0.72,0,0.2,-0.1,0.98
