"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",20.828,0.474,-0.44,0.32,-0.07,0.84
"ClusIPW",20.204,0.523,-0.05,0.65,-0.39,0.65
"addIPW",22.324,0.691,-0.33,0.23,0.59,0.7
"Oracle",22.826,0.719,0,0.2,-0.1,0.98
