"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",14.447,0.287,0.24,0.28,-0.87,-0.32
"ClusIPW",14.078,0.229,-0.45,0.6,-0.45,-0.48
"addIPW",13.524,0.269,0.22,0.3,-0.75,-0.54
"Oracle",22.798,0.722,0,0.2,-0.1,0.98
