"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.237,0,-1,0,0,0
"ClusIPW",11.006,0.086,-0.54,0.37,-0.54,-0.54
"addIPW",8.614,0.499,0.45,0,0,-0.89
"Oracle",22.701,0.72,0,0.2,-0.1,0.98
