"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.242,0,-1,0,0,0
"ClusIPW",19.42,0.526,-0.05,0.96,0.09,0.25
"addIPW",22.447,0.661,-0.37,0.15,0.47,0.79
"Oracle",22.78,0.721,0,0.2,-0.1,0.98
