"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",16.233,0.297,-0.78,0.56,0.24,0.12
"ClusIPW",19.68,0.512,-0.1,0.81,-0.24,0.53
"addIPW",22.237,0.755,-0.1,0.34,0.57,0.74
"Oracle",22.82,0.722,0,0.2,-0.1,0.98
