"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",17.4,0.392,-0.4,0.9,-0.13,-0.07
"ClusIPW",16.59,0.299,-0.6,0.61,-0.41,0.32
"addIPW",17.257,0.545,0.52,0.47,-0.11,-0.7
"Oracle",22.802,0.72,0,0.2,-0.1,0.98
