"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.226,0,-1,0,0,0
"ClusIPW",18.119,0.886,0.53,-0.41,0.53,0.53
"addIPW",21.43,0.673,-0.45,0.05,0.7,0.55
"Oracle",22.863,0.721,0,0.2,-0.1,0.98
