"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",11.581,0.323,0.42,0.12,-0.69,-0.57
"ClusIPW",15.464,0.294,-0.41,0.73,-0.44,-0.33
"addIPW",21.852,0.528,-0.37,0.14,-0.04,0.92
"Oracle",22.774,0.719,0,0.2,-0.1,0.98
