"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.211,0,-1,0,0,0
"ClusIPW",10.431,0.058,-0.63,0.32,-0.42,-0.57
"addIPW",11.682,0.616,0.31,-0.67,0.56,-0.38
"Oracle",22.855,0.72,0,0.2,-0.1,0.98
