"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",19.526,0.427,-0.48,0.49,-0.15,0.71
"ClusIPW",20.602,0.56,0,0.68,-0.28,0.68
"addIPW",21.215,0.503,-0.45,0,0,0.89
"Oracle",22.814,0.721,0,0.2,-0.1,0.98
