"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.204,0,-1,0,0,0
"ClusIPW",16.888,0.768,0.21,-0.43,0.13,0.87
"addIPW",16.294,0.647,-0.43,-0.1,0.84,0.3
"Oracle",22.866,0.722,0,0.2,-0.1,0.98
