"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",22.143,0.572,-0.45,0.17,0.33,0.81
"ClusIPW",14.426,0.399,-0.64,-0.19,0.37,0.64
"addIPW",21.139,0.501,-0.45,0,0,0.89
"Oracle",22.837,0.72,0,0.2,-0.1,0.98
