"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",13.053,0.302,0.35,0.21,-0.73,-0.55
"ClusIPW",7.817,0.16,-0.47,-0.47,-0.43,-0.61
"addIPW",22.099,0.763,-0.29,0.17,0.75,0.57
"Oracle",22.782,0.72,0,0.2,-0.1,0.98
