"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",19.088,0.402,0,0.28,-0.82,0.49
"ClusIPW",13.787,0.214,-0.46,0.57,-0.49,-0.47
"addIPW",21.121,0.606,0.31,0.4,-0.68,0.53
"Oracle",22.784,0.72,0,0.2,-0.1,0.98
