"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.242836884180428,0.556533333333333,0.14,0.65,0.45,-0.59,0.02
"ClusIPW",0.452662781904968,0.260266666666667,-0.53,0.57,-0.13,0.25,0.56
"addIPW",0.52807690738077,0.405666666666667,-0.23,0.51,-0.14,0.54,0.61
"Oracle",0.627667977963634,0.497666666666667,0,0.63,0.32,0.32,0.63
