"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.00832832394455504,0.558233333333333,0.15,0.67,0.08,-0.59,-0.42
"ClusIPW",0.399962736993175,0.7182,0.51,0.14,0.5,0.45,0.52
"addIPW",0.482520334172708,0.5401,0.09,0.95,0.24,0.16,0.04
"Oracle",0.625048781601672,0.5015,0,0.63,0.32,0.32,0.63
