"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.14142208036831,0.615766666666667,0.3,0.67,0.4,-0.46,-0.28
"ClusIPW",0.348129152373199,0.715666666666667,0.5,0.34,0.77,0.12,0.17
"addIPW",0.584717992190758,0.575466666666667,0.17,0.75,0.39,0.43,0.26
"Oracle",0.638746400978497,0.5027,0,0.63,0.32,0.32,0.63
