"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",-0.0369615037996299,0.517766666666667,0.06,0.57,0.1,-0.72,-0.37
"ClusIPW",0.411467961999796,0.422766666666667,-0.19,0.61,-0.34,0.61,0.33
"addIPW",0.506196844533275,0.419733333333333,-0.19,0.9,-0.08,0.22,0.32
"Oracle",0.660394909202966,0.5064,0,0.63,0.32,0.32,0.63
