"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0343327359359213,0.584,0.22,0.67,0.22,-0.52,-0.43
"ClusIPW",0.604942133572592,0.382033333333333,-0.29,0.6,0.35,0.28,0.6
"addIPW",0.585475531917005,0.513466666666667,0.04,0.62,0.57,0.14,0.52
"Oracle",0.620090584577936,0.5004,0,0.63,0.32,0.32,0.63
